Date,Sector,CumulativeReturn
2021-09-30,Consumer,-0.41771938407240294
2021-10-01,Consumer,-0.4198970026484995
2021-10-04,Consumer,-0.41499743353322227
2021-10-05,Consumer,-0.41535073124786226
2021-10-06,Consumer,-0.42402369138858875
2021-10-07,Consumer,-0.43047341129610917
2021-10-08,Consumer,-0.43199205244295
2021-10-11,Consumer,-0.4471965683576219
2021-10-12,Consumer,-0.45364224461559677
2021-10-13,Consumer,-0.43862876177146215
2021-10-14,Consumer,-0.4368513674496174
2021-10-15,Consumer,-0.42380759322340655
2021-10-18,Consumer,-0.419874441336645
2021-10-19,Consumer,-0.41585236353839594
2021-10-20,Consumer,-0.41595400821472317
2021-10-21,Consumer,-0.41150383355070574
2021-10-22,Consumer,-0.39758369059522125
2021-10-25,Consumer,-0.3913469892681143
2021-10-26,Consumer,-0.39011729181776433
2021-10-27,Consumer,-0.3896294790035365
2021-10-28,Consumer,-0.38362046170893993
2021-10-29,Consumer,-0.3852214941631046
2021-11-01,Consumer,-0.38223361107006537
2021-11-02,Consumer,-0.3856884701434099
2021-11-03,Consumer,-0.3855096824805192
2021-11-04,Consumer,-0.3884451250138683
2021-11-05,Consumer,-0.3905487305836668
2021-11-08,Consumer,-0.39185794789043726
2021-11-09,Consumer,-0.38096720649555793
2021-11-10,Consumer,-0.3862027161348103
2021-11-11,Consumer,-0.38493612476196004
2021-11-12,Consumer,-0.3871040198622391
2021-11-15,Consumer,-0.3851534114608609
2021-11-16,Consumer,-0.3835695184401493
2021-11-17,Consumer,-0.39307593017151354
2021-11-18,Consumer,-0.4025285508014742
2021-11-19,Consumer,-0.41201146199869865
2021-11-22,Consumer,-0.4173704935401711
2021-11-23,Consumer,-0.41488752960043573
2021-11-24,Consumer,-0.41033251002246895
2021-11-25,Consumer,-0.41333142517684185
2021-11-26,Consumer,-0.41356310667467266
2021-11-29,Consumer,-0.416034377098765
2021-11-30,Consumer,-0.41606989789434135
2021-12-01,Consumer,-0.41568386433185023
2021-12-02,Consumer,-0.4098624626125691
2021-12-03,Consumer,-0.4008887461240419
2021-12-06,Consumer,-0.3954468611318934
2021-12-07,Consumer,-0.3852041349498593
2021-12-08,Consumer,-0.39532511830745354
2021-12-09,Consumer,-0.3994170138757832
2021-12-10,Consumer,-0.3952627010279267
2021-12-13,Consumer,-0.3840098596733468
2021-12-14,Consumer,-0.38096385245171127
2021-12-15,Consumer,-0.38684591317019257
2021-12-16,Consumer,-0.3886262803165139
2021-12-17,Consumer,-0.38377739377413556
2021-12-20,Consumer,-0.37808753266601414
2021-12-21,Consumer,-0.3796634669701693
2021-12-22,Consumer,-0.38046436326034927
2021-12-23,Consumer,-0.37960518657896447
2021-12-24,Consumer,-0.3864151658233055
2021-12-27,Consumer,-0.3777030916191567
2021-12-28,Consumer,-0.3800664037320386
2021-12-29,Consumer,-0.3791604309015263
2021-12-30,Consumer,-0.3743419039896182
2021-12-31,Consumer,-0.37659425410508796
2022-01-03,Consumer,-0.3730478387825793
2022-01-04,Consumer,-0.38032858311914375
2022-01-05,Consumer,-0.3765871254186606
2022-01-06,Consumer,-0.37089091641002336
2022-01-07,Consumer,-0.3781165158636184
2022-01-10,Consumer,-0.3739290241299057
2022-01-11,Consumer,-0.37654642090712387
2022-01-12,Consumer,-0.37361379554794705
2022-01-13,Consumer,-0.374020457042448
2022-01-14,Consumer,-0.3809998074670349
2022-01-17,Consumer,-0.37987207228222575
2022-01-18,Consumer,-0.3698654884103053
2022-01-19,Consumer,-0.3589263582713802
2022-01-20,Consumer,-0.35319104857249184
2022-01-21,Consumer,-0.35152172504311885
2022-01-24,Consumer,-0.33932074604364515
2022-01-25,Consumer,-0.3293212596706593
2022-01-26,Consumer,-0.32907508957325105
2022-01-27,Consumer,-0.32704767183370487
2022-01-28,Consumer,-0.32774943613059027
2022-01-31,Consumer,-0.3240193252513718
2022-02-01,Consumer,-0.32244138241135145
2022-02-02,Consumer,-0.31840490801400056
2022-02-03,Consumer,-0.3187741390993014
2022-02-04,Consumer,-0.33009801189527976
2022-02-07,Consumer,-0.3244089568749643
2022-02-08,Consumer,-0.3212854622228035
2022-02-09,Consumer,-0.3294629508008573
2022-02-10,Consumer,-0.3291509123240881
2022-02-11,Consumer,-0.3197098965948443
2022-02-14,Consumer,-0.32941879010994013
2022-02-15,Consumer,-0.3336956947004095
2022-02-16,Consumer,-0.3245060467216866
2022-02-17,Consumer,-0.32476823297189417
2022-02-18,Consumer,-0.3289226881426883
2022-02-21,Consumer,-0.3310186550862805
2022-02-22,Consumer,-0.32636852740606737
2022-02-23,Consumer,-0.3283037891895859
2022-02-24,Consumer,-0.3261786045904518
2022-02-25,Consumer,-0.32458562964677673
2022-02-28,Consumer,-0.32255608691071913
2022-03-01,Consumer,-0.3151822016793444
2022-03-02,Consumer,-0.3159660268646294
2022-03-03,Consumer,-0.32252518016562826
2022-03-04,Consumer,-0.32176535400784023
2022-03-07,Consumer,-0.324481890684602
2022-03-08,Consumer,-0.32300678419053175
2022-03-09,Consumer,-0.31938884943665047
2022-03-10,Consumer,-0.3117960608913607
2022-03-11,Consumer,-0.3095024670431996
2022-03-14,Consumer,-0.3087084108513408
2022-03-15,Consumer,-0.31627153652944195
2022-03-16,Consumer,-0.3186674873879045
2022-03-17,Consumer,-0.3210042508336006
2022-03-18,Consumer,-0.3219782873723249
2022-03-21,Consumer,-0.3289001537574845
2022-03-22,Consumer,-0.3250298513078891
2022-03-23,Consumer,-0.3240437112809922
2022-03-24,Consumer,-0.30380908390840833
2022-03-25,Consumer,-0.30586411305093597
2022-03-28,Consumer,-0.32321426155497013
2022-03-29,Consumer,-0.32961987748378874
2022-03-30,Consumer,-0.3253644999824852
2022-03-31,Consumer,-0.32619905180453224
2022-04-01,Consumer,-0.3292682366408619
2022-04-04,Consumer,-0.3374649559702788
2022-04-05,Consumer,-0.3414386103424192
2022-04-06,Consumer,-0.33482902804243175
2022-04-07,Consumer,-0.3310539421634172
2022-04-08,Consumer,-0.3365174789101929
2022-04-11,Consumer,-0.3320533945626257
2022-04-12,Consumer,-0.33790430213913825
2022-04-13,Consumer,-0.33328969385161034
2022-04-14,Consumer,-0.32929191203303354
2022-04-15,Consumer,-0.3333922154836826
2022-04-18,Consumer,-0.3407039767012975
2022-04-19,Consumer,-0.3384974651325573
2022-04-20,Consumer,-0.3423230708029861
2022-04-21,Consumer,-0.3404048853435071
2022-04-22,Consumer,-0.33716775721072023
2022-04-25,Consumer,-0.3297273578035068
2022-04-26,Consumer,-0.33815755716820306
2022-04-27,Consumer,-0.3359748272664733
2022-04-28,Consumer,-0.34018395078038555
2022-04-29,Consumer,-0.33440104556108674
2022-05-02,Consumer,-0.3232228596403356
2022-05-03,Consumer,-0.33226201607005157
2022-05-04,Consumer,-0.32916804376761266
2022-05-05,Consumer,-0.3183105446787672
2022-05-06,Consumer,-0.32010321129072905
2022-05-09,Consumer,-0.315501787370813
2022-05-10,Consumer,-0.30887500113631006
2022-05-11,Consumer,-0.3159882049794799
2022-05-12,Consumer,-0.31540437356889084
2022-05-13,Consumer,-0.305700140656304
2022-05-16,Consumer,-0.30653921817197205
2022-05-17,Consumer,-0.29730380218542374
2022-05-18,Consumer,-0.3114600404453304
2022-05-19,Consumer,-0.3055849821418668
2022-05-20,Consumer,-0.312733177918467
2022-05-23,Consumer,-0.3214964882208984
2022-05-24,Consumer,-0.3151165616075249
2022-05-25,Consumer,-0.3188349631329799
2022-05-26,Consumer,-0.3199139404432013
2022-05-27,Consumer,-0.32158333677169226
2022-05-30,Consumer,-0.33616465967139975
2022-05-31,Consumer,-0.32710630042528754
2022-06-01,Consumer,-0.3112921546141286
2022-06-02,Consumer,-0.3037322828587731
2022-06-03,Consumer,-0.2978868640202148
2022-06-06,Consumer,-0.29923492757299275
2022-06-07,Consumer,-0.30745676716101145
2022-06-08,Consumer,-0.2998279805649201
