Date,Ticker,DailyReturn,Sector,Year,Month,Quarter
2020-02-13,AAPL,0.03993133127652726,Technology,2020,2,1
2020-02-14,AAPL,0.00044779448742526817,Technology,2020,2,1
2020-02-17,AAPL,-0.018367491557947035,Technology,2020,2,1
2020-02-18,AAPL,0.008770709309966707,Technology,2020,2,1
2020-02-19,AAPL,-0.0026754174459067137,Technology,2020,2,1
2020-02-20,AAPL,-0.0024800381261439464,Technology,2020,2,1
2020-02-21,AAPL,-0.029788498503645067,Technology,2020,2,1
2020-02-24,AAPL,-0.019554707333014898,Technology,2020,2,1
2020-02-25,AAPL,-0.005203805364979552,Technology,2020,2,1
2020-02-26,AAPL,0.01032642022127317,Technology,2020,2,1
2020-02-27,AAPL,0.01612773803689982,Technology,2020,2,1
2020-02-28,AAPL,0.0017590933381039786,Technology,2020,2,1
2020-03-02,AAPL,-0.005296033711060244,Technology,2020,3,1
2020-03-03,AAPL,-0.019756226043286973,Technology,2020,3,1
2020-03-04,AAPL,-0.021322902231857288,Technology,2020,3,1
2020-03-05,AAPL,0.0023195968367040187,Technology,2020,3,1
2020-03-06,AAPL,0.012467409321579082,Technology,2020,3,1
2020-03-09,AAPL,0.0030438719851433316,Technology,2020,3,1
2020-03-10,AAPL,0.00607881170114144,Technology,2020,3,1
2020-03-11,AAPL,0.006831706863142051,Technology,2020,3,1
2020-03-12,AAPL,-0.010495603638926432,Technology,2020,3,1
2020-03-13,AAPL,-0.0112662863026044,Technology,2020,3,1
2020-03-16,AAPL,0.017414367304408263,Technology,2020,3,1
2020-03-17,AAPL,0.01375792122946784,Technology,2020,3,1
2020-03-18,AAPL,-0.0004610050188028625,Technology,2020,3,1
2020-03-19,AAPL,-0.0019201966619216693,Technology,2020,3,1
2020-03-20,AAPL,-0.008883107843517646,Technology,2020,3,1
2020-03-23,AAPL,0.020133165453521507,Technology,2020,3,1
2020-03-24,AAPL,0.021206725427382667,Technology,2020,3,1
2020-03-25,AAPL,-0.009069268515170092,Technology,2020,3,1
2020-03-26,AAPL,0.008959022232039704,Technology,2020,3,1
2020-03-27,AAPL,-0.012271264309968166,Technology,2020,3,1
2020-03-30,AAPL,-0.006761831194459056,Technology,2020,3,1
2020-03-31,AAPL,0.014253956188769124,Technology,2020,3,1
2020-04-01,AAPL,0.009606565939956457,Technology,2020,4,2
2020-04-02,AAPL,-0.005830258882454253,Technology,2020,4,2
2020-04-03,AAPL,0.021122191632383158,Technology,2020,4,2
2020-04-06,AAPL,0.001965068667141523,Technology,2020,4,2
2020-04-07,AAPL,-0.01069405943825863,Technology,2020,4,2
2020-04-08,AAPL,-0.003244449899541868,Technology,2020,4,2
2020-04-09,AAPL,0.022446983716808422,Technology,2020,4,2
2020-04-10,AAPL,0.017316293242056968,Technology,2020,4,2
2020-04-13,AAPL,0.010251056056541197,Technology,2020,4,2
2020-04-14,AAPL,-0.030798427427169983,Technology,2020,4,2
2020-04-15,AAPL,0.02215096929884952,Technology,2020,4,2
2020-04-16,AAPL,0.0008113646517695638,Technology,2020,4,2
2020-04-17,AAPL,0.0006439489825351696,Technology,2020,4,2
2020-04-20,AAPL,-0.007380403137691283,Technology,2020,4,2
2020-04-21,AAPL,-0.019820767098231218,Technology,2020,4,2
2020-04-22,AAPL,-0.0037715446799034824,Technology,2020,4,2
2020-04-23,AAPL,0.01299391421475704,Technology,2020,4,2
2020-04-24,AAPL,0.028135810377654558,Technology,2020,4,2
2020-04-27,AAPL,0.015950449291110225,Technology,2020,4,2
2020-04-28,AAPL,-0.004401769188493332,Technology,2020,4,2
2020-04-29,AAPL,-0.0028514073916506844,Technology,2020,4,2
2020-04-30,AAPL,0.013051548985276717,Technology,2020,4,2
2020-05-01,AAPL,0.001416092597615437,Technology,2020,5,2
2020-05-04,AAPL,-0.0030809576922942172,Technology,2020,5,2
2020-05-05,AAPL,0.004115114641244366,Technology,2020,5,2
2020-05-06,AAPL,0.003014077226606071,Technology,2020,5,2
2020-05-07,AAPL,0.023117699114955537,Technology,2020,5,2
2020-05-08,AAPL,-0.016437407131674187,Technology,2020,5,2
2020-05-11,AAPL,0.006070401189418817,Technology,2020,5,2
2020-05-12,AAPL,0.006784611988847278,Technology,2020,5,2
2020-05-13,AAPL,-0.018117902155047383,Technology,2020,5,2
2020-05-14,AAPL,-0.01382024932731285,Technology,2020,5,2
2020-05-15,AAPL,-0.0015336069494110705,Technology,2020,5,2
2020-05-18,AAPL,0.011382397858830995,Technology,2020,5,2
2020-05-19,AAPL,-0.0025717418102603196,Technology,2020,5,2
2020-05-20,AAPL,-0.02493645010539125,Technology,2020,5,2
2020-05-21,AAPL,-0.008849130250033421,Technology,2020,5,2
2020-05-22,AAPL,0.003378067365743087,Technology,2020,5,2
2020-05-25,AAPL,-0.00460330270288456,Technology,2020,5,2
2020-05-26,AAPL,-0.003505570790620194,Technology,2020,5,2
2020-05-27,AAPL,0.0022050556697805757,Technology,2020,5,2
2020-05-28,AAPL,0.01978140497110914,Technology,2020,5,2
2020-05-29,AAPL,-0.0052117051659257285,Technology,2020,5,2
2020-06-01,AAPL,0.017083844325016084,Technology,2020,6,2
2020-06-02,AAPL,-0.0031633797720587165,Technology,2020,6,2
2020-06-03,AAPL,-0.012374289572593788,Technology,2020,6,2
2020-06-04,AAPL,0.012885621634138866,Technology,2020,6,2
2020-06-05,AAPL,0.009536918588614052,Technology,2020,6,2
2020-06-08,AAPL,0.02637151256994419,Technology,2020,6,2
2020-06-09,AAPL,0.0015154511400556903,Technology,2020,6,2
2020-06-10,AAPL,0.0038507296942358327,Technology,2020,6,2
2020-06-11,AAPL,-0.00756615941307448,Technology,2020,6,2
2020-06-12,AAPL,-0.010866520490528386,Technology,2020,6,2
2020-06-15,AAPL,0.0042533181224098104,Technology,2020,6,2
2020-06-16,AAPL,0.019426740237511897,Technology,2020,6,2
2020-06-17,AAPL,0.006028043750196499,Technology,2020,6,2
2020-06-18,AAPL,-0.008789059690752166,Technology,2020,6,2
2020-06-19,AAPL,0.01964643143461564,Technology,2020,6,2
2020-06-22,AAPL,-0.0185599892424555,Technology,2020,6,2
2020-06-23,AAPL,0.01240169969733107,Technology,2020,6,2
2020-06-24,AAPL,0.02273479350184915,Technology,2020,6,2
2020-06-25,AAPL,-0.004138317080485288,Technology,2020,6,2
2020-06-26,AAPL,-0.017657270796604285,Technology,2020,6,2
2020-06-29,AAPL,0.002691769844664016,Technology,2020,6,2
2020-06-30,AAPL,0.010667145531751965,Technology,2020,6,2
2020-07-01,AAPL,-0.026568599643361113,Technology,2020,7,3
2020-07-02,AAPL,-0.004430384777770802,Technology,2020,7,3
2020-07-03,AAPL,-0.007999129419210549,Technology,2020,7,3
2020-07-06,AAPL,0.00762559378326122,Technology,2020,7,3
2020-07-07,AAPL,-0.00765498137597409,Technology,2020,7,3
2020-07-08,AAPL,0.023140244652285258,Technology,2020,7,3
2020-07-09,AAPL,-0.0036365241519674685,Technology,2020,7,3
2020-07-10,AAPL,0.0058843158896793035,Technology,2020,7,3
2020-07-13,AAPL,0.013637091245187527,Technology,2020,7,3
2020-07-14,AAPL,-0.01636003265621966,Technology,2020,7,3
2020-07-15,AAPL,0.008809731965177425,Technology,2020,7,3
2020-07-16,AAPL,0.032066840703906196,Technology,2020,7,3
2020-07-17,AAPL,-0.019967768865840285,Technology,2020,7,3
2020-07-20,AAPL,-0.005528473357305441,Technology,2020,7,3
2020-07-21,AAPL,0.012845664649447475,Technology,2020,7,3
2020-07-22,AAPL,0.008806741501568016,Technology,2020,7,3
2020-07-23,AAPL,-0.03264359335487488,Technology,2020,7,3
2020-07-24,AAPL,-0.00829775089124063,Technology,2020,7,3
2020-07-27,AAPL,0.0022054759496095144,Technology,2020,7,3
2020-07-28,AAPL,0.003239199232638157,Technology,2020,7,3
2020-07-29,AAPL,0.006227494353913787,Technology,2020,7,3
2020-07-30,AAPL,0.006191498086064451,Technology,2020,7,3
2020-07-31,AAPL,-0.0017705623694374006,Technology,2020,7,3
2020-08-03,AAPL,-0.00043279660572703715,Technology,2020,8,3
2020-08-04,AAPL,0.00825865313059837,Technology,2020,8,3
2020-08-05,AAPL,-0.010315379387048185,Technology,2020,8,3
2020-08-06,AAPL,0.029025438484401977,Technology,2020,8,3
2020-08-07,AAPL,0.011286070571285833,Technology,2020,8,3
2020-08-10,AAPL,-0.02171163047502911,Technology,2020,8,3
2020-08-11,AAPL,0.017428632256234033,Technology,2020,8,3
2020-08-12,AAPL,-0.015759334671158642,Technology,2020,8,3
2020-08-13,AAPL,0.01666235892604595,Technology,2020,8,3
2020-08-14,AAPL,0.017421061967641593,Technology,2020,8,3
2020-08-17,AAPL,0.0060151004754993576,Technology,2020,8,3
2020-08-18,AAPL,0.010120179891686565,Technology,2020,8,3
2020-08-19,AAPL,0.0024567595973294942,Technology,2020,8,3
2020-08-20,AAPL,0.010136968933288415,Technology,2020,8,3
2020-08-21,AAPL,0.020652136612834715,Technology,2020,8,3
2020-08-24,AAPL,0.004204568798114705,Technology,2020,8,3
2020-08-25,AAPL,-0.022175445242120007,Technology,2020,8,3
2020-08-26,AAPL,-0.01908259244407673,Technology,2020,8,3
2020-08-27,AAPL,-0.018316657430007544,Technology,2020,8,3
2020-08-28,AAPL,0.0074860392354685334,Technology,2020,8,3
2020-08-31,AAPL,0.018886402279592263,Technology,2020,8,3
2020-09-01,AAPL,0.002878874967545242,Technology,2020,9,3
2020-09-02,AAPL,0.008944499801192052,Technology,2020,9,3
2020-09-03,AAPL,0.001179214795015815,Technology,2020,9,3
2020-09-04,AAPL,0.027629401800119746,Technology,2020,9,3
2020-09-07,AAPL,-0.01052400756632943,Technology,2020,9,3
2020-09-08,AAPL,0.035077921190282524,Technology,2020,9,3
2020-09-09,AAPL,0.0161281723796447,Technology,2020,9,3
2020-09-10,AAPL,-0.005644921965837213,Technology,2020,9,3
2020-09-11,AAPL,-0.010824295796347583,Technology,2020,9,3
2020-09-14,AAPL,0.014626781799518707,Technology,2020,9,3
2020-09-15,AAPL,-0.02493480191811026,Technology,2020,9,3
2020-09-16,AAPL,0.014692715666623668,Technology,2020,9,3
2020-09-17,AAPL,0.0006243696029903933,Technology,2020,9,3
2020-09-18,AAPL,-0.01580338560193717,Technology,2020,9,3
2020-09-21,AAPL,-0.005435714893358923,Technology,2020,9,3
2020-09-22,AAPL,-0.006213682074841298,Technology,2020,9,3
2020-09-23,AAPL,-0.006076560284382526,Technology,2020,9,3
2020-09-24,AAPL,0.018709589980053787,Technology,2020,9,3
2020-09-25,AAPL,0.016536367528466656,Technology,2020,9,3
2020-09-28,AAPL,-0.0034774254789645687,Technology,2020,9,3
2020-09-29,AAPL,0.016277787221862905,Technology,2020,9,3
2020-09-30,AAPL,0.011287792889823178,Technology,2020,9,3
2020-10-01,AAPL,-0.009537929903072229,Technology,2020,10,4
2020-10-02,AAPL,-0.01116551275483213,Technology,2020,10,4
2020-10-05,AAPL,-0.0009314836629663592,Technology,2020,10,4
2020-10-06,AAPL,-0.020357854949788035,Technology,2020,10,4
2020-10-07,AAPL,0.022949614942757934,Technology,2020,10,4
2020-10-08,AAPL,0.005688425555335774,Technology,2020,10,4
2020-10-09,AAPL,0.014465922211537752,Technology,2020,10,4
2020-10-12,AAPL,0.017709531527981826,Technology,2020,10,4
2020-10-13,AAPL,-0.015730835314860636,Technology,2020,10,4
2020-10-14,AAPL,0.003408061966803988,Technology,2020,10,4
2020-10-15,AAPL,0.0013897054233202866,Technology,2020,10,4
2020-10-16,AAPL,0.0082340279337203,Technology,2020,10,4
2020-10-19,AAPL,0.0003841835071716204,Technology,2020,10,4
2020-10-20,AAPL,0.03558894083845909,Technology,2020,10,4
2020-10-21,AAPL,0.002151287494514653,Technology,2020,10,4
2020-10-22,AAPL,0.013751171932129047,Technology,2020,10,4
2020-10-23,AAPL,0.008280084317098924,Technology,2020,10,4
2020-10-26,AAPL,0.0024403773959169595,Technology,2020,10,4
2020-10-27,AAPL,-0.01515134974032406,Technology,2020,10,4
2020-10-28,AAPL,0.008845355274530897,Technology,2020,10,4
2020-10-29,AAPL,-0.02146792637829964,Technology,2020,10,4
2020-10-30,AAPL,0.003972636430507492,Technology,2020,10,4
2020-11-02,AAPL,-0.00469720026021947,Technology,2020,11,4
2020-11-03,AAPL,-0.010815641274294685,Technology,2020,11,4
2020-11-04,AAPL,0.025615919180447255,Technology,2020,11,4
2020-11-05,AAPL,-0.02828486504850347,Technology,2020,11,4
2020-11-06,AAPL,0.011349221966026057,Technology,2020,11,4
2020-11-09,AAPL,-0.0076668245719331285,Technology,2020,11,4
2020-11-10,AAPL,-0.020966445916201115,Technology,2020,11,4
2020-11-11,AAPL,0.014468069616987211,Technology,2020,11,4
2020-11-12,AAPL,-0.00013741196095895525,Technology,2020,11,4
2020-11-13,AAPL,-0.0068630785152685725,Technology,2020,11,4
2020-11-16,AAPL,-0.00635902728879334,Technology,2020,11,4
2020-11-17,AAPL,0.0022790603784696994,Technology,2020,11,4
2020-11-18,AAPL,-0.011007012036302721,Technology,2020,11,4
2020-11-19,AAPL,-0.0036483801448744524,Technology,2020,11,4
2020-11-20,AAPL,0.010013130094589595,Technology,2020,11,4
2020-11-23,AAPL,-0.0072050958588733005,Technology,2020,11,4
2020-11-24,AAPL,0.042119441195024754,Technology,2020,11,4
2020-11-25,AAPL,0.0075331338949464755,Technology,2020,11,4
2020-11-26,AAPL,-0.02981219889283737,Technology,2020,11,4
2020-11-27,AAPL,-0.01003205968122478,Technology,2020,11,4
2020-11-30,AAPL,-0.02264012300813334,Technology,2020,11,4
2020-12-01,AAPL,-0.0026313662207775312,Technology,2020,12,4
2020-12-02,AAPL,-0.006832991821062451,Technology,2020,12,4
2020-12-03,AAPL,0.003328177892033546,Technology,2020,12,4
2020-12-04,AAPL,-0.006775999202552452,Technology,2020,12,4
2020-12-07,AAPL,0.01833644176486282,Technology,2020,12,4
2020-12-08,AAPL,-0.018022696686252004,Technology,2020,12,4
2020-12-09,AAPL,-0.0023467294837027364,Technology,2020,12,4
2020-12-10,AAPL,0.008267415173133008,Technology,2020,12,4
2020-12-11,AAPL,0.0001225446234951466,Technology,2020,12,4
2020-12-14,AAPL,0.019366885194034955,Technology,2020,12,4
2020-12-15,AAPL,-0.0021848430843796063,Technology,2020,12,4
2020-12-16,AAPL,-0.032755761453728605,Technology,2020,12,4
2020-12-17,AAPL,0.0054136586744140125,Technology,2020,12,4
2020-12-18,AAPL,0.02412907577541268,Technology,2020,12,4
2020-12-21,AAPL,0.004539328944747956,Technology,2020,12,4
2020-12-22,AAPL,-0.018898854202836657,Technology,2020,12,4
2020-12-23,AAPL,-0.004730546085598308,Technology,2020,12,4
2020-12-24,AAPL,0.013750933733332804,Technology,2020,12,4
2020-12-25,AAPL,-0.013512329543730384,Technology,2020,12,4
2020-12-28,AAPL,0.007176605478619091,Technology,2020,12,4
2020-12-29,AAPL,0.013440096221656317,Technology,2020,12,4
2020-12-30,AAPL,-0.019839751357734747,Technology,2020,12,4
2020-12-31,AAPL,0.01156302319251945,Technology,2020,12,4
2021-01-01,AAPL,-0.03928743005007085,Technology,2021,1,1
2021-01-04,AAPL,-0.0116992074000426,Technology,2021,1,1
2021-01-05,AAPL,0.0033485309080731884,Technology,2021,1,1
2021-01-06,AAPL,-0.012580755365562357,Technology,2021,1,1
2021-01-07,AAPL,0.02802393981407425,Technology,2021,1,1
2021-01-08,AAPL,-0.014316598454098606,Technology,2021,1,1
2021-01-11,AAPL,-0.009985541443208179,Technology,2021,1,1
2021-01-12,AAPL,0.005038258061775824,Technology,2021,1,1
2021-01-13,AAPL,0.00813111408969136,Technology,2021,1,1
2021-01-14,AAPL,-0.015883956248377906,Technology,2021,1,1
2021-01-15,AAPL,0.014114300164555615,Technology,2021,1,1
2021-01-18,AAPL,-0.0011887102580964148,Technology,2021,1,1
2021-01-19,AAPL,-0.012421693773645548,Technology,2021,1,1
2021-01-20,AAPL,-0.009814058972616335,Technology,2021,1,1
2021-01-21,AAPL,-0.0017815464528655456,Technology,2021,1,1
2021-01-22,AAPL,-0.0059881088122203385,Technology,2021,1,1
2021-01-25,AAPL,0.00261455255895382,Technology,2021,1,1
2021-01-26,AAPL,-0.012813900887697183,Technology,2021,1,1
2021-01-27,AAPL,0.012420652221267314,Technology,2021,1,1
2021-01-28,AAPL,0.0011109177080133037,Technology,2021,1,1
2021-01-29,AAPL,0.027604186030708133,Technology,2021,1,1
2021-02-01,AAPL,-0.01083306540260176,Technology,2021,2,1
2021-02-02,AAPL,0.020607790748485177,Technology,2021,2,1
2021-02-03,AAPL,-0.008089462564652705,Technology,2021,2,1
2021-02-04,AAPL,-0.01140449114424702,Technology,2021,2,1
2021-02-05,AAPL,0.015209592618663281,Technology,2021,2,1
2021-02-08,AAPL,0.01220512272566654,Technology,2021,2,1
2021-02-09,AAPL,-0.0126657359118445,Technology,2021,2,1
2021-02-10,AAPL,0.009624864502272512,Technology,2021,2,1
2021-02-11,AAPL,-0.007579437813844625,Technology,2021,2,1
2021-02-12,AAPL,-0.004214106340407975,Technology,2021,2,1
2021-02-15,AAPL,0.012815368767112867,Technology,2021,2,1
2021-02-16,AAPL,0.0035921573871635637,Technology,2021,2,1
2021-02-17,AAPL,-0.0010744864643609242,Technology,2021,2,1
2021-02-18,AAPL,0.017890262529298262,Technology,2021,2,1
2021-02-19,AAPL,-0.01055276352775536,Technology,2021,2,1
2021-02-22,AAPL,0.021137034934032295,Technology,2021,2,1
2021-02-23,AAPL,-0.005962669884351457,Technology,2021,2,1
2021-02-24,AAPL,-0.0008464438760552584,Technology,2021,2,1
2021-02-25,AAPL,0.003169608661339307,Technology,2021,2,1
2021-02-26,AAPL,0.00024617571682439277,Technology,2021,2,1
2021-03-01,AAPL,0.004311677352869747,Technology,2021,3,1
2021-03-02,AAPL,-0.009095866109801176,Technology,2021,3,1
2021-03-03,AAPL,3.93135371732356e-05,Technology,2021,3,1
2021-03-04,AAPL,0.013181855278230126,Technology,2021,3,1
2021-03-05,AAPL,-0.00011985394327984622,Technology,2021,3,1
2021-03-08,AAPL,0.017997952298191677,Technology,2021,3,1
2021-03-09,AAPL,0.009723032944426224,Technology,2021,3,1
2021-03-10,AAPL,-0.006895266615289719,Technology,2021,3,1
2021-03-11,AAPL,0.011864540725016193,Technology,2021,3,1
2021-03-12,AAPL,-0.0037890232863647677,Technology,2021,3,1
2021-03-15,AAPL,0.003433609022569062,Technology,2021,3,1
2021-03-16,AAPL,0.02419907495671625,Technology,2021,3,1
2021-03-17,AAPL,0.014247024231988314,Technology,2021,3,1
2021-03-18,AAPL,-0.0017413343787290314,Technology,2021,3,1
2021-03-19,AAPL,-0.008260572421302959,Technology,2021,3,1
2021-03-22,AAPL,0.004103607811866805,Technology,2021,3,1
2021-03-23,AAPL,0.001224940253246709,Technology,2021,3,1
2021-03-24,AAPL,-0.005195890259725444,Technology,2021,3,1
2021-03-25,AAPL,0.01113630665712284,Technology,2021,3,1
2021-03-26,AAPL,-0.013360389355233426,Technology,2021,3,1
2021-03-29,AAPL,0.02542258563743749,Technology,2021,3,1
2021-03-30,AAPL,-0.00705195523743718,Technology,2021,3,1
2021-03-31,AAPL,-0.014081123016002728,Technology,2021,3,1
2021-04-01,AAPL,0.010669939753668478,Technology,2021,4,2
2021-04-02,AAPL,0.009015224418446488,Technology,2021,4,2
2021-04-05,AAPL,0.00718303668695075,Technology,2021,4,2
2021-04-06,AAPL,0.004869845910222326,Technology,2021,4,2
2021-04-07,AAPL,-0.0018838236624042493,Technology,2021,4,2
2021-04-08,AAPL,0.0030857831255037826,Technology,2021,4,2
2021-04-09,AAPL,0.006052742665916044,Technology,2021,4,2
2021-04-12,AAPL,-0.010170697375698978,Technology,2021,4,2
2021-04-13,AAPL,0.01798627911598949,Technology,2021,4,2
2021-04-14,AAPL,-0.004131229735567121,Technology,2021,4,2
2021-04-15,AAPL,0.0003754180733734902,Technology,2021,4,2
2021-04-16,AAPL,-0.0003189503582472497,Technology,2021,4,2
2021-04-19,AAPL,0.004489817951717656,Technology,2021,4,2
2021-04-20,AAPL,-0.00257172621648194,Technology,2021,4,2
2021-04-21,AAPL,-0.02261592029684223,Technology,2021,4,2
2021-04-22,AAPL,-0.006097582534450918,Technology,2021,4,2
2021-04-23,AAPL,-0.006645889827738283,Technology,2021,4,2
2021-04-26,AAPL,-0.004448345480000282,Technology,2021,4,2
2021-04-27,AAPL,0.009323941355031451,Technology,2021,4,2
2021-04-28,AAPL,0.02194735151475924,Technology,2021,4,2
2021-04-29,AAPL,-0.011586550816010233,Technology,2021,4,2
2021-04-30,AAPL,-0.01225069229523934,Technology,2021,4,2
2021-05-03,AAPL,-0.023302542147571548,Technology,2021,5,2
2021-05-04,AAPL,-0.006680841094438117,Technology,2021,5,2
2021-05-05,AAPL,-0.0024458156612620074,Technology,2021,5,2
2021-05-06,AAPL,0.012928679192738768,Technology,2021,5,2
2021-05-07,AAPL,0.009315906009103925,Technology,2021,5,2
2021-05-10,AAPL,-0.005446325928073925,Technology,2021,5,2
2021-05-11,AAPL,-0.016405408710105762,Technology,2021,5,2
2021-05-12,AAPL,-0.005317832744758499,Technology,2021,5,2
2021-05-13,AAPL,-0.008790554407080098,Technology,2021,5,2
2021-05-14,AAPL,-0.0010206443338273141,Technology,2021,5,2
2021-05-17,AAPL,0.02171583373627639,Technology,2021,5,2
2021-05-18,AAPL,-0.01720801615304668,Technology,2021,5,2
2021-05-19,AAPL,-0.014569548394133713,Technology,2021,5,2
2021-05-20,AAPL,0.01642764389602447,Technology,2021,5,2
2021-05-21,AAPL,0.008370574913192597,Technology,2021,5,2
2021-05-24,AAPL,0.021692374990057273,Technology,2021,5,2
2021-05-25,AAPL,-0.0016027613411703223,Technology,2021,5,2
2021-05-26,AAPL,-0.00021056415775766446,Technology,2021,5,2
2021-05-27,AAPL,-0.0007810475861457222,Technology,2021,5,2
2021-05-28,AAPL,-0.0003028882043109027,Technology,2021,5,2
2021-05-31,AAPL,0.023801576374624656,Technology,2021,5,2
2021-06-01,AAPL,-0.021455452910406514,Technology,2021,6,2
2021-06-02,AAPL,0.0028590208531535932,Technology,2021,6,2
2021-06-03,AAPL,0.01033661044708678,Technology,2021,6,2
2021-06-04,AAPL,0.02696206895167874,Technology,2021,6,2
2021-06-07,AAPL,0.012768869467913557,Technology,2021,6,2
2021-06-08,AAPL,0.02885892462425743,Technology,2021,6,2
2021-06-09,AAPL,-0.012060076869082614,Technology,2021,6,2
2021-06-10,AAPL,0.013161893307229944,Technology,2021,6,2
2021-06-11,AAPL,-0.0002451037721367122,Technology,2021,6,2
2021-06-14,AAPL,0.031929784888146795,Technology,2021,6,2
2021-06-15,AAPL,-0.012366516563659613,Technology,2021,6,2
2021-06-16,AAPL,-0.00647638496730818,Technology,2021,6,2
2021-06-17,AAPL,-0.007003079712550209,Technology,2021,6,2
2021-06-18,AAPL,-0.015600464069053577,Technology,2021,6,2
2021-06-21,AAPL,-0.0063051750621101466,Technology,2021,6,2
2021-06-22,AAPL,-0.02355558470478558,Technology,2021,6,2
2021-06-23,AAPL,0.012831390402444853,Technology,2021,6,2
2021-06-24,AAPL,-0.003065588144710585,Technology,2021,6,2
2021-06-25,AAPL,0.017462164536371505,Technology,2021,6,2
2021-06-28,AAPL,0.00684088169770658,Technology,2021,6,2
2021-06-29,AAPL,0.005048183574119625,Technology,2021,6,2
2021-06-30,AAPL,-0.02827065553505781,Technology,2021,6,2
2021-07-01,AAPL,0.03267368997688669,Technology,2021,7,3
2021-07-02,AAPL,-0.00654397548447605,Technology,2021,7,3
2021-07-05,AAPL,0.0242864082745613,Technology,2021,7,3
2021-07-06,AAPL,0.014127788488230042,Technology,2021,7,3
2021-07-07,AAPL,-0.002798187661632201,Technology,2021,7,3
2021-07-08,AAPL,-0.01574854655722191,Technology,2021,7,3
2021-07-09,AAPL,0.022097061972823573,Technology,2021,7,3
2021-07-12,AAPL,0.0037240006749212906,Technology,2021,7,3
2021-07-13,AAPL,0.016040892548957908,Technology,2021,7,3
2021-07-14,AAPL,-0.020354174447802964,Technology,2021,7,3
2021-07-15,AAPL,-0.00802691373822273,Technology,2021,7,3
2021-07-16,AAPL,-0.001137721749549847,Technology,2021,7,3
2021-07-19,AAPL,0.010514845151406327,Technology,2021,7,3
2021-07-20,AAPL,1.623006196949106e-05,Technology,2021,7,3
2021-07-21,AAPL,-0.016769525070012392,Technology,2021,7,3
2021-07-22,AAPL,-0.006871169847486813,Technology,2021,7,3
2021-07-23,AAPL,0.0003611232252487273,Technology,2021,7,3
2021-07-26,AAPL,0.001721760820968976,Technology,2021,7,3
2021-07-27,AAPL,0.003347631242008431,Technology,2021,7,3
2021-07-28,AAPL,0.018409401279298798,Technology,2021,7,3
2021-07-29,AAPL,-0.00510778764134745,Technology,2021,7,3
2021-07-30,AAPL,-0.02446096831378608,Technology,2021,7,3
2021-08-02,AAPL,0.019183788094280896,Technology,2021,8,3
2021-08-03,AAPL,-0.003732201761239118,Technology,2021,8,3
2021-08-04,AAPL,-0.020125867484770965,Technology,2021,8,3
2021-08-05,AAPL,0.01378896396268936,Technology,2021,8,3
2021-08-06,AAPL,0.009061483780685942,Technology,2021,8,3
2021-08-09,AAPL,0.02258647311196449,Technology,2021,8,3
2021-08-10,AAPL,0.005551834192779381,Technology,2021,8,3
2021-08-11,AAPL,0.03125001071589395,Technology,2021,8,3
2021-08-12,AAPL,0.02583166125264169,Technology,2021,8,3
2021-08-13,AAPL,-0.00793634829431189,Technology,2021,8,3
2021-08-16,AAPL,0.01571925608337632,Technology,2021,8,3
2021-08-17,AAPL,0.014897662391946787,Technology,2021,8,3
2021-08-18,AAPL,0.023189655280591248,Technology,2021,8,3
2021-08-19,AAPL,-0.001165180744729044,Technology,2021,8,3
